user_id,region,acquisition_channel,registration_date,age,currency
236,US,Social Media,2023-01-01,23,USD
237,US,Direct,2024-09-05,45,USD
238,US,Google Search,2023-11-28,51,USD
239,US,Social Media,2024-05-15,18,USD
240,US,Influencer,2023-01-20,52,USD
241,US,Google Search,2023-04-25,64,USD
242,US,Email Marketing,2025-08-09,36,USD
243,US,Google Search,2024-01-07,40,USD
244,US,Social Media,2025-06-18,37,USD
245,US,Direct,2025-05-01,54,USD
246,US,Influencer,2025-04-06,28,USD
247,US,Social Media,2023-11-11,35,USD
248,US,Google Search,2023-09-03,48,USD
249,US,Social Media,2023-03-01,22,USD
250,US,Influencer,2023-09-04,18,USD
251,US,Social Media,2025-06-18,30,USD
252,US,Google Search,2024-08-03,55,USD
253,US,Social Media,2023-03-22,18,USD
254,US,Google Search,2023-03-29,34,USD
255,US,Direct,2025-01-19,31,USD
256,US,Influencer,2024-05-12,21,USD
257,US,Google Search,2025-04-15,35,USD
258,US,Email Marketing,2023-03-12,34,USD
259,US,Social Media,2025-02-17,34,USD
260,US,Social Media,2024-06-29,28,USD
261,US,Google Search,2025-02-23,18,USD
262,US,Google Search,2023-05-09,48,USD
263,US,Social Media,2023-05-12,18,USD
264,US,Google Search,2024-11-06,25,USD
265,US,Social Media,2024-05-01,46,USD
266,US,Social Media,2024-07-16,50,USD
267,US,Direct,2023-06-19,28,USD
268,US,Social Media,2023-09-29,40,USD
269,US,Social Media,2024-06-24,43,USD
270,US,Google Search,2025-06-12,40,USD
271,US,Social Media,2024-09-13,42,USD
272,US,Social Media,2024-03-09,31,USD
273,US,Social Media,2023-08-05,38,USD
274,US,Email Marketing,2025-08-09,19,USD
275,US,Social Media,2024-07-06,26,USD
276,US,Social Media,2025-02-12,18,USD
277,US,Google Search,2025-01-17,18,USD
278,US,Influencer,2024-12-07,55,USD
279,US,Social Media,2023-07-25,34,USD
280,US,Direct,2024-12-31,48,USD
281,US,Social Media,2023-11-16,38,USD
282,US,Social Media,2024-02-13,18,USD
283,US,Email Marketing,2024-11-18,35,USD
284,US,Social Media,2024-10-27,39,USD
285,US,Influencer,2024-01-18,37,USD
286,US,Google Search,2024-03-24,23,USD
287,US,Email Marketing,2025-07-10,38,USD
288,US,Direct,2024-06-13,46,USD
289,US,Influencer,2024-04-07,18,USD
290,US,Social Media,2023-05-04,19,USD
291,US,Direct,2023-09-11,37,USD
292,US,Google Search,2023-08-19,25,USD
293,US,Google Search,2023-03-07,23,USD
294,US,Google Search,2023-12-13,47,USD
295,US,Influencer,2023-01-22,24,USD
296,US,Social Media,2024-08-25,43,USD
297,US,Social Media,2024-07-21,65,USD
298,US,Direct,2023-08-24,33,USD
299,US,Social Media,2024-08-25,34,USD
300,US,Google Search,2023-08-14,56,USD
301,US,Email Marketing,2023-01-08,42,USD
302,US,Google Search,2023-03-14,46,USD
303,US,Social Media,2024-12-25,34,USD
304,US,Google Search,2024-10-08,42,USD
305,US,Direct,2023-03-02,41,USD
306,US,Email Marketing,2023-08-23,47,USD
307,US,Google Search,2023-03-11,40,USD
308,US,Google Search,2025-07-16,37,USD
309,US,Social Media,2023-02-02,22,USD
310,US,Influencer,2025-05-30,47,USD
311,US,Google Search,2023-12-05,35,USD
312,US,Email Marketing,2023-03-14,35,USD
313,US,Google Search,2024-06-10,29,USD
314,US,Direct,2023-09-01,31,USD
315,US,Direct,2023-10-13,32,USD
316,US,Direct,2024-11-16,29,USD
317,US,Direct,2024-05-12,38,USD
318,US,Social Media,2023-08-08,45,USD
319,US,Social Media,2024-07-06,35,USD
320,US,Direct,2023-05-16,47,USD
321,Japan,Google Search,2025-01-10,28,JPY
322,US,Direct,2025-08-15,51,USD
323,US,Influencer,2025-06-22,29,USD
324,US,Direct,2024-08-07,52,USD
325,US,Social Media,2024-08-13,18,USD
326,US,Social Media,2024-04-29,23,USD
327,US,Social Media,2023-09-06,34,USD
328,US,Direct,2025-03-14,37,USD
329,US,Influencer,2024-04-29,46,USD
330,US,Google Search,2025-04-06,32,USD
331,US,Social Media,2024-02-21,36,USD
332,US,Google Search,2023-07-14,40,USD
333,US,Social Media,2023-04-07,27,USD
334,US,Google Search,2023-04-10,28,USD
335,US,Influencer,2024-11-05,52,USD
336,US,Social Media,2024-03-17,28,USD
337,US,Social Media,2023-12-29,37,USD
338,US,Google Search,2024-03-09,18,USD
339,US,Email Marketing,2024-02-25,27,USD
340,US,Influencer,2024-04-23,30,USD
341,US,Email Marketing,2025-06-03,42,USD
342,US,Google Search,2025-01-16,59,USD
343,US,Social Media,2023-02-25,34,USD
344,US,Social Media,2024-11-20,56,USD
345,US,Social Media,2024-10-31,34,USD
346,US,Google Search,2024-10-23,49,USD
347,US,Social Media,2023-04-11,43,USD
348,US,Email Marketing,2023-03-04,57,USD
349,US,Direct,2024-02-17,44,USD
350,US,Direct,2025-01-15,41,USD
351,US,Direct,2023-12-14,32,USD
352,US,Direct,2025-03-30,36,USD
353,US,Email Marketing,2025-06-01,35,USD
354,US,Social Media,2023-04-22,50,USD
355,US,Influencer,2023-09-12,18,USD
356,US,Google Search,2023-07-16,43,USD
357,US,Social Media,2023-07-14,37,USD
358,Australia,Social Media,2024-07-03,53,AUD
359,US,Influencer,2024-04-04,29,USD
360,US,Direct,2023-05-24,37,USD
361,US,Google Search,2024-03-08,49,USD
362,US,Email Marketing,2023-07-07,18,USD
363,France,Influencer,2023-10-13,28,EUR
364,US,Social Media,2024-04-18,39,USD
365,US,Social Media,2023-09-13,53,USD
366,US,Google Search,2025-06-14,34,USD
367,US,Influencer,2025-08-03,18,USD
368,US,Direct,2023-03-19,18,USD
369,US,Social Media,2024-03-29,37,USD
370,US,Social Media,2025-04-07,28,USD
371,Australia,Social Media,2025-06-01,42,AUD
372,US,Direct,2025-05-26,33,USD
373,US,Social Media,2024-07-17,34,USD
374,US,Social Media,2023-04-11,37,USD
375,US,Social Media,2023-02-21,19,USD
376,US,Google Search,2024-10-29,52,USD
377,France,Social Media,2024-07-07,39,EUR
378,US,Email Marketing,2025-05-06,40,USD
379,US,Direct,2023-01-16,37,USD
380,US,Google Search,2023-04-06,43,USD
381,US,Social Media,2025-08-06,26,USD
382,US,Google Search,2025-02-10,56,USD
383,US,Google Search,2025-05-19,45,USD
384,US,Google Search,2023-08-31,27,USD
385,US,Social Media,2023-06-20,29,USD
386,US,Social Media,2024-02-21,18,USD
387,US,Email Marketing,2024-05-12,23,USD
388,US,Influencer,2024-05-07,34,USD
389,US,Google Search,2023-08-07,53,USD
390,US,Social Media,2025-06-04,45,USD
391,US,Google Search,2024-02-15,32,USD
392,US,Social Media,2025-07-13,26,USD
393,US,Social Media,2023-03-02,56,USD
394,US,Social Media,2023-06-18,42,USD
395,US,Social Media,2024-01-24,51,USD
396,US,Influencer,2023-01-03,46,USD
397,US,Google Search,2024-02-04,43,USD
398,US,Email Marketing,2023-09-29,39,USD
399,US,Email Marketing,2025-08-06,50,USD
400,US,Direct,2025-03-13,37,USD
401,US,Direct,2025-03-14,27,USD
402,US,Social Media,2024-04-10,29,USD
403,France,Social Media,2023-10-20,41,EUR
404,US,Google Search,2024-03-09,28,USD
405,US,Direct,2024-12-14,35,USD
406,US,Direct,2025-01-18,36,USD
407,US,Social Media,2025-03-13,31,USD
408,US,Direct,2024-07-23,18,USD
409,US,Google Search,2024-11-08,20,USD
410,UK,Social Media,2025-01-05,18,GBP
411,US,Google Search,2024-05-13,55,USD
412,US,Email Marketing,2023-06-08,29,USD
413,US,Google Search,2023-07-14,42,USD
414,US,Social Media,2023-10-31,18,USD
415,US,Direct,2023-08-11,27,USD
416,US,Influencer,2023-03-01,39,USD
417,US,Social Media,2024-08-16,34,USD
418,US,Email Marketing,2025-01-23,49,USD
419,US,Google Search,2024-07-09,48,USD
420,US,Google Search,2023-03-04,18,USD
421,France,Social Media,2025-02-04,19,EUR
422,US,Social Media,2023-11-18,48,USD
423,France,Google Search,2023-02-28,35,EUR
424,US,Email Marketing,2023-02-21,19,USD
425,US,Social Media,2024-08-21,53,USD
426,US,Social Media,2024-05-03,45,USD
427,US,Direct,2024-05-29,31,USD
428,US,Email Marketing,2025-07-30,59,USD
429,US,Email Marketing,2025-05-23,31,USD
430,US,Social Media,2024-06-27,32,USD
431,US,Influencer,2023-06-11,43,USD
432,US,Google Search,2023-02-28,34,USD
433,US,Social Media,2024-06-04,45,USD
434,US,Google Search,2023-03-24,39,USD
435,US,Direct,2025-05-21,48,USD
436,US,Direct,2023-07-10,22,USD
437,France,Social Media,2023-03-12,27,EUR
438,US,Social Media,2024-09-01,57,USD
439,US,Email Marketing,2023-03-11,36,USD
440,US,Direct,2024-11-22,39,USD
441,US,Google Search,2025-06-01,48,USD
442,US,Direct,2023-08-29,49,USD
443,US,Direct,2024-02-18,38,USD
444,Japan,Social Media,2023-05-03,25,JPY
445,France,Google Search,2025-06-30,38,EUR
446,US,Direct,2024-08-06,40,USD
447,US,Google Search,2023-09-10,49,USD
448,US,Direct,2024-08-15,20,USD
449,US,Google Search,2024-08-31,33,USD
450,US,Social Media,2023-02-10,36,USD
451,US,Google Search,2024-09-26,54,USD
452,US,Google Search,2023-03-25,24,USD
453,US,Google Search,2024-03-05,54,USD
454,US,Google Search,2024-11-04,47,USD
455,US,Email Marketing,2024-08-20,18,USD
456,US,Social Media,2024-08-01,62,USD
457,US,Google Search,2024-06-19,47,USD
458,US,Direct,2023-11-20,64,USD
459,US,Direct,2025-08-15,44,USD
460,US,Influencer,2023-09-25,38,USD
461,US,Influencer,2023-07-29,25,USD
462,US,Social Media,2024-11-16,31,USD
463,US,Social Media,2025-01-03,37,USD
464,US,Direct,2023-11-18,51,USD
465,US,Social Media,2023-09-02,23,USD
466,US,Direct,2023-09-29,32,USD
467,US,Google Search,2024-02-10,27,USD
468,US,Social Media,2023-05-15,38,USD
469,Australia,Google Search,2024-11-18,37,AUD
470,US,Direct,2024-10-22,51,USD
471,Australia,Direct,2023-11-04,35,AUD
472,US,Social Media,2024-04-13,35,USD
473,US,Google Search,2023-11-20,20,USD
474,US,Social Media,2025-08-09,26,USD
475,US,Google Search,2025-02-08,26,USD
476,US,Google Search,2025-08-16,38,USD
477,US,Social Media,2023-03-16,42,USD
478,US,Social Media,2023-01-10,39,USD
479,US,Direct,2024-04-14,46,USD
480,US,Google Search,2024-09-28,61,USD
481,US,Google Search,2024-07-30,25,USD
482,US,Direct,2023-04-13,54,USD
483,US,Influencer,2023-03-17,41,USD
484,US,Social Media,2024-07-04,54,USD
485,US,Email Marketing,2023-08-07,28,USD
486,US,Google Search,2024-06-02,22,USD
487,US,Google Search,2023-09-29,37,USD
488,US,Direct,2023-05-16,18,USD
489,US,Social Media,2025-08-13,49,USD
490,Japan,Direct,2023-12-24,20,JPY
491,US,Direct,2025-06-21,26,USD
492,US,Influencer,2023-03-12,34,USD
493,US,Direct,2025-06-19,37,USD
494,US,Google Search,2023-09-08,18,USD
495,US,Social Media,2024-01-14,48,USD
496,US,Social Media,2023-10-19,42,USD
497,US,Social Media,2023-06-11,49,USD
498,US,Direct,2024-03-24,36,USD
499,US,Direct,2025-05-03,36,USD
500,US,Direct,2024-07-10,33,USD
501,US,Social Media,2024-12-21,25,USD
502,US,Influencer,2023-11-06,19,USD
503,US,Social Media,2024-09-18,21,USD
504,US,Google Search,2025-04-06,18,USD
505,US,Google Search,2024-10-31,35,USD
506,US,Email Marketing,2024-06-25,33,USD
507,US,Email Marketing,2023-01-09,26,USD
508,US,Google Search,2024-11-14,46,USD
509,US,Direct,2025-04-16,35,USD
510,US,Email Marketing,2024-07-21,34,USD
511,US,Email Marketing,2023-11-03,34,USD
512,US,Direct,2025-08-12,44,USD
513,US,Google Search,2024-11-10,22,USD
514,US,Social Media,2023-04-17,31,USD
515,US,Social Media,2025-06-18,35,USD
516,France,Google Search,2023-05-18,41,EUR
517,US,Google Search,2023-09-28,23,USD
518,US,Social Media,2023-04-29,33,USD
519,US,Direct,2025-06-30,32,USD
520,US,Influencer,2023-04-20,52,USD
521,US,Direct,2025-01-30,27,USD
522,US,Social Media,2024-07-20,31,USD
523,US,Influencer,2023-06-09,40,USD
524,US,Direct,2023-10-06,49,USD
525,US,Google Search,2023-10-16,18,USD
526,US,Google Search,2024-09-11,32,USD
527,US,Direct,2023-08-04,28,USD
528,US,Social Media,2025-01-04,18,USD
529,US,Social Media,2023-12-18,18,USD
530,US,Social Media,2023-07-28,37,USD
531,France,Email Marketing,2024-12-04,34,EUR
532,US,Google Search,2024-10-11,41,USD
533,US,Email Marketing,2025-05-23,34,USD
534,US,Social Media,2023-09-28,23,USD
535,US,Google Search,2024-06-01,18,USD
536,US,Direct,2024-05-15,18,USD
537,US,Influencer,2023-09-15,26,USD
538,US,Google Search,2025-07-16,47,USD
539,US,Email Marketing,2025-07-18,60,USD
540,US,Email Marketing,2025-05-16,27,USD
541,US,Direct,2023-02-22,35,USD
542,US,Direct,2023-04-05,25,USD
543,US,Direct,2024-10-11,30,USD
544,US,Social Media,2024-03-09,37,USD
545,Australia,Direct,2025-04-29,18,AUD
546,US,Direct,2023-10-11,23,USD
547,US,Social Media,2023-02-15,49,USD
548,US,Social Media,2023-01-04,43,USD
549,US,Influencer,2023-12-08,46,USD
550,US,Google Search,2025-02-28,25,USD
551,US,Social Media,2023-05-14,50,USD
552,US,Google Search,2024-10-14,41,USD
553,US,Influencer,2023-09-26,27,USD
554,France,Direct,2023-06-15,46,EUR
555,US,Direct,2025-01-29,41,USD
556,US,Social Media,2024-03-28,47,USD
557,US,Social Media,2024-07-18,22,USD
558,US,Direct,2024-12-23,18,USD
559,US,Social Media,2024-03-13,32,USD
560,US,Direct,2024-07-28,31,USD
561,US,Email Marketing,2023-01-10,32,USD
562,US,Google Search,2023-04-25,38,USD
563,US,Direct,2023-03-19,42,USD
564,US,Google Search,2025-06-23,49,USD
565,UK,Influencer,2024-12-08,39,GBP
566,US,Social Media,2025-07-14,27,USD
567,US,Email Marketing,2023-06-02,38,USD
568,US,Google Search,2024-07-12,55,USD
569,US,Google Search,2023-02-06,44,USD
570,US,Direct,2025-05-04,39,USD
571,US,Google Search,2024-01-14,32,USD
572,US,Social Media,2024-08-19,24,USD
573,US,Direct,2024-07-19,20,USD
574,US,Direct,2023-06-01,40,USD
575,US,Social Media,2024-03-16,25,USD
576,Australia,Google Search,2023-05-11,42,AUD
577,US,Social Media,2023-02-12,43,USD
578,Japan,Google Search,2023-11-12,30,JPY
579,US,Direct,2024-01-09,37,USD
580,US,Google Search,2025-07-09,46,USD
581,US,Social Media,2025-08-13,18,USD
582,US,Social Media,2025-03-26,50,USD
583,US,Google Search,2025-05-31,28,USD
584,US,Google Search,2023-02-10,37,USD
585,US,Direct,2025-07-09,47,USD
586,US,Email Marketing,2024-01-02,42,USD
587,US,Social Media,2023-08-04,32,USD
588,US,Direct,2024-11-29,29,USD
589,US,Google Search,2023-09-13,21,USD
590,US,Google Search,2024-11-13,32,USD
591,US,Social Media,2023-04-16,53,USD
592,Japan,Influencer,2023-12-29,42,JPY
593,US,Google Search,2025-03-09,49,USD
594,US,Google Search,2024-07-27,41,USD
595,US,Google Search,2025-06-24,57,USD
596,US,Google Search,2025-06-14,53,USD
597,US,Social Media,2024-02-21,36,USD
598,US,Influencer,2024-09-27,18,USD
599,US,Google Search,2025-02-06,41,USD
600,US,Google Search,2023-06-08,28,USD
601,US,Social Media,2025-08-05,34,USD
602,US,Direct,2025-08-10,56,USD
603,US,Social Media,2023-08-31,23,USD
604,US,Direct,2025-06-04,38,USD
605,Australia,Social Media,2023-06-16,33,AUD
606,US,Social Media,2025-03-30,32,USD
607,US,Social Media,2025-04-10,45,USD
608,US,Direct,2023-07-01,25,USD
609,US,Google Search,2025-06-21,18,USD
610,US,Email Marketing,2024-02-27,45,USD
611,US,Direct,2023-01-26,35,USD
612,US,Social Media,2023-07-03,41,USD
613,US,Social Media,2025-01-24,44,USD
614,US,Google Search,2025-08-04,19,USD
615,US,Influencer,2023-12-07,18,USD
616,US,Social Media,2025-03-12,48,USD
617,US,Social Media,2025-08-11,37,USD
618,US,Social Media,2024-02-26,48,USD
619,US,Direct,2025-04-01,37,USD
620,US,Social Media,2024-11-16,30,USD
621,US,Google Search,2025-06-03,40,USD
622,US,Google Search,2025-01-22,45,USD
623,US,Google Search,2025-04-10,35,USD
624,US,Google Search,2023-09-12,26,USD
625,US,Direct,2023-10-01,27,USD
626,US,Social Media,2023-06-13,25,USD
627,US,Google Search,2025-03-17,38,USD
628,US,Email Marketing,2024-12-19,31,USD
629,US,Google Search,2023-04-21,45,USD
630,US,Google Search,2024-01-27,34,USD
631,US,Direct,2025-06-12,29,USD
632,US,Influencer,2023-02-09,48,USD
633,US,Google Search,2025-05-29,46,USD
634,US,Direct,2024-04-26,26,USD
635,US,Google Search,2023-08-16,35,USD
636,US,Direct,2023-07-24,45,USD
637,US,Social Media,2025-04-16,30,USD
638,US,Email Marketing,2025-07-29,30,USD
639,US,Social Media,2024-04-16,59,USD
640,US,Email Marketing,2023-12-25,22,USD
641,US,Google Search,2023-11-09,34,USD
642,UK,Direct,2025-04-20,40,GBP
643,US,Social Media,2025-03-25,32,USD
644,US,Social Media,2025-06-11,46,USD
645,US,Google Search,2023-08-22,41,USD
646,US,Direct,2023-08-17,38,USD
647,US,Email Marketing,2023-01-25,37,USD
648,US,Social Media,2024-11-06,50,USD
649,US,Email Marketing,2023-07-17,18,USD
650,US,Email Marketing,2024-02-13,27,USD
651,US,Social Media,2023-12-03,45,USD
652,US,Social Media,2023-10-13,41,USD
653,US,Social Media,2025-06-04,54,USD
654,US,Direct,2023-03-13,31,USD
655,US,Email Marketing,2025-03-02,39,USD
656,US,Social Media,2023-10-13,34,USD
657,US,Social Media,2023-12-26,29,USD
658,US,Email Marketing,2024-10-18,37,USD
659,US,Email Marketing,2024-06-05,45,USD
660,US,Google Search,2024-02-14,18,USD
