user_id,session_date,page_views,session_duration_seconds,used_virtual_tryOn,purchased_in_session,region,acquisition_channel
17,2024-03-16,6,252,False,True,US,Social Media
17,2025-02-11,2,261,False,False,US,Social Media
17,2024-03-08,6,302,True,False,US,Social Media
17,2025-02-11,9,48,False,False,US,Social Media
18,2023-07-16,6,270,False,True,US,Google Search
18,2023-02-02,10,85,True,True,US,Google Search
18,2023-08-16,3,257,True,False,US,Google Search
18,2023-02-28,7,54,True,False,US,Google Search
18,2023-02-25,7,66,False,False,US,Google Search
18,2023-08-10,8,30,False,False,US,Google Search
18,2023-08-18,6,183,False,True,US,Google Search
18,2023-08-08,12,39,False,False,US,Google Search
18,2023-03-03,10,405,False,False,US,Google Search
18,2023-02-02,7,10,False,True,US,Google Search
18,2023-02-02,9,40,True,True,US,Google Search
18,2023-07-13,9,145,False,False,US,Google Search
19,2023-02-03,3,92,True,False,US,Google Search
19,2023-02-12,7,112,False,True,US,Google Search
19,2023-02-10,9,220,False,False,US,Google Search
20,2023-04-10,17,204,False,True,US,Influencer
20,2023-04-10,5,29,True,True,US,Influencer
20,2023-09-10,3,58,False,False,US,Influencer
20,2023-09-09,8,278,False,False,US,Influencer
20,2023-04-06,14,10,True,False,US,Influencer
20,2023-04-08,8,61,True,False,US,Influencer
20,2023-09-05,6,53,False,False,US,Influencer
20,2023-04-08,7,77,False,False,US,Influencer
21,2023-09-08,8,78,False,False,US,Social Media
21,2023-09-14,8,482,False,True,US,Social Media
21,2023-08-12,10,425,False,False,US,Social Media
21,2023-09-12,4,364,True,False,US,Social Media
21,2023-08-13,11,107,False,False,US,Social Media
21,2023-08-14,10,122,False,False,US,Social Media
21,2023-09-08,10,10,False,False,US,Social Media
21,2023-09-07,3,100,False,False,US,Social Media
22,2024-11-09,8,26,False,False,US,Social Media
22,2025-04-20,9,40,False,False,US,Social Media
22,2025-02-22,9,748,True,False,US,Social Media
23,2025-03-11,11,10,False,False,US,Social Media
24,2025-03-25,9,818,True,False,US,Social Media
24,2024-11-24,4,19,False,True,US,Social Media
24,2024-09-17,5,169,False,False,US,Social Media
24,2024-09-14,6,307,False,False,US,Social Media
24,2025-03-26,8,221,False,False,US,Social Media
24,2025-03-13,12,222,False,False,US,Social Media
24,2024-11-20,6,58,False,False,US,Social Media
24,2024-11-23,6,171,True,False,US,Social Media
24,2025-03-19,6,68,False,False,US,Social Media
25,2023-03-11,7,188,False,False,US,Social Media
25,2023-03-14,9,105,False,False,US,Social Media
25,2023-02-13,7,33,False,False,US,Social Media
25,2023-01-28,8,65,False,False,US,Social Media
25,2023-01-28,10,44,True,False,US,Social Media
25,2023-01-28,16,222,True,False,US,Social Media
25,2023-05-19,12,295,False,False,US,Social Media
25,2023-03-14,8,177,False,False,US,Social Media
25,2023-05-22,8,63,False,True,US,Social Media
25,2023-05-22,5,57,False,True,US,Social Media
25,2023-05-15,6,522,False,False,US,Social Media
25,2023-05-12,10,178,False,False,US,Social Media
25,2023-01-28,5,10,False,False,US,Social Media
25,2023-03-08,10,573,False,False,US,Social Media
25,2023-01-28,7,452,False,False,US,Social Media
26,2024-08-05,9,23,False,False,US,Google Search
27,2023-08-23,7,53,True,False,US,Direct
27,2025-02-10,9,197,False,False,US,Direct
27,2025-06-23,7,250,True,False,US,Direct
28,2025-01-21,7,10,False,False,US,Google Search
28,2025-04-03,9,64,False,False,US,Google Search
28,2025-06-19,6,279,False,False,US,Google Search
28,2025-07-27,6,36,False,False,US,Google Search
29,2025-05-13,7,10,False,False,US,Google Search
29,2024-11-17,7,19,False,False,US,Google Search
29,2025-02-03,10,472,True,False,US,Google Search
29,2025-02-21,5,10,False,False,US,Google Search
29,2025-08-02,5,125,False,False,US,Google Search
30,2024-12-19,11,728,False,False,US,Google Search
30,2024-12-19,9,280,False,False,US,Google Search
30,2024-12-20,12,491,False,False,US,Google Search
30,2024-12-22,10,164,True,True,US,Google Search
30,2025-03-13,6,598,False,True,US,Google Search
30,2025-03-01,6,41,True,False,US,Google Search
31,2024-07-30,9,249,False,True,US,Social Media
31,2025-05-27,9,719,False,False,US,Social Media
31,2025-03-02,7,79,False,True,US,Social Media
31,2024-07-17,6,309,False,False,US,Social Media
32,2024-07-23,6,455,False,False,US,Social Media
32,2024-07-23,4,10,False,False,US,Social Media
32,2024-07-23,8,10,False,False,US,Social Media
32,2024-07-20,8,206,True,False,US,Social Media
32,2024-03-27,11,24,False,True,US,Social Media
32,2024-07-24,6,25,False,True,US,Social Media
32,2024-07-22,13,105,False,False,US,Social Media
32,2024-03-26,8,228,False,False,US,Social Media
32,2024-03-22,2,136,True,False,US,Social Media
32,2024-07-15,9,34,False,False,US,Social Media
33,2025-04-15,8,243,True,False,US,Social Media
33,2025-02-13,11,39,False,False,US,Social Media
33,2025-01-09,10,19,False,False,US,Social Media
33,2024-05-01,11,174,False,False,US,Social Media
34,2024-07-29,8,205,False,False,US,Social Media
34,2024-07-28,8,211,False,False,US,Social Media
35,2024-08-29,7,703,False,False,US,Google Search
35,2024-08-26,6,158,False,False,US,Google Search
35,2024-08-30,17,188,False,True,US,Google Search
35,2024-08-30,6,114,False,True,US,Google Search
36,2024-01-27,7,148,False,False,US,Google Search
36,2025-01-14,6,79,False,False,US,Google Search
37,2025-05-12,5,193,False,True,US,Email Marketing
37,2025-04-08,9,10,False,False,US,Email Marketing
37,2025-06-10,4,534,False,False,US,Email Marketing
37,2025-06-10,4,744,False,False,US,Email Marketing
37,2025-04-25,8,50,False,False,US,Email Marketing
37,2025-04-08,7,217,False,False,US,Email Marketing
37,2025-04-08,8,10,False,False,US,Email Marketing
37,2025-06-09,2,61,False,False,US,Email Marketing
37,2025-05-12,8,43,True,True,US,Email Marketing
37,2025-04-08,9,279,False,False,US,Email Marketing
37,2025-04-10,5,46,True,False,US,Email Marketing
37,2025-04-08,6,433,False,False,US,Email Marketing
37,2025-06-07,14,548,False,False,US,Email Marketing
37,2025-04-12,8,556,False,True,US,Email Marketing
37,2025-04-12,12,120,False,True,US,Email Marketing
38,2025-07-05,13,19,False,False,US,Social Media
38,2025-08-14,8,21,False,False,US,Social Media
38,2025-06-15,5,337,False,False,US,Social Media
38,2025-07-06,6,100,True,False,US,Social Media
39,2023-01-07,9,102,True,True,US,Social Media
39,2023-01-07,6,255,True,True,US,Social Media
39,2023-06-19,5,279,True,False,US,Social Media
39,2023-01-07,10,10,True,True,US,Social Media
39,2024-06-13,5,14,False,False,US,Social Media
39,2024-06-22,6,163,True,True,US,Social Media
39,2023-01-07,9,249,False,True,US,Social Media
39,2024-06-18,6,98,False,False,US,Social Media
39,2023-01-07,9,149,True,True,US,Social Media
39,2023-01-07,7,10,False,True,US,Social Media
39,2023-06-20,10,19,False,True,US,Social Media
39,2023-01-07,6,182,False,True,US,Social Media
39,2023-06-15,10,199,False,False,US,Social Media
39,2024-03-22,6,24,False,False,US,Social Media
39,2023-06-18,6,314,False,False,US,Social Media
39,2023-01-07,6,29,False,True,US,Social Media
40,2025-02-27,9,94,False,False,US,Direct
40,2025-04-01,13,95,False,False,US,Direct
40,2025-03-02,13,162,True,False,US,Direct
40,2025-04-02,8,194,False,True,US,Direct
40,2025-03-22,5,427,False,False,US,Direct
40,2025-02-26,6,191,True,False,US,Direct
40,2025-03-02,9,43,False,False,US,Direct
40,2025-02-26,9,10,False,False,US,Direct
40,2025-04-01,11,140,False,False,US,Direct
40,2025-02-16,6,462,False,False,US,Direct
40,2025-03-24,6,229,False,False,US,Direct
40,2025-03-11,13,42,False,False,US,Direct
40,2025-02-20,8,135,False,False,US,Direct
40,2025-02-23,6,146,False,False,US,Direct
40,2025-04-02,8,321,False,True,US,Direct
40,2025-02-17,8,135,True,False,US,Direct
40,2025-03-28,12,24,False,False,US,Direct
40,2025-03-31,5,53,False,False,US,Direct
40,2025-02-27,8,49,False,False,US,Direct
40,2025-03-03,21,118,False,True,US,Direct
41,2025-04-09,13,266,False,True,US,Influencer
41,2025-04-08,7,282,True,False,US,Influencer
42,2024-05-26,4,10,False,False,US,Social Media
42,2024-05-27,9,180,False,False,US,Social Media
42,2024-05-23,8,107,False,False,US,Social Media
42,2024-05-24,9,335,False,False,US,Social Media
42,2024-02-20,7,84,False,True,US,Social Media
42,2023-08-08,10,173,False,True,US,Social Media
42,2024-05-24,9,36,False,False,US,Social Media
42,2024-05-27,6,10,True,False,US,Social Media
42,2024-05-26,4,53,False,False,US,Social Media
42,2024-05-17,9,172,False,False,US,Social Media
42,2023-08-02,10,112,False,False,US,Social Media
42,2024-04-15,7,127,False,False,US,Social Media
42,2024-05-04,9,102,False,False,US,Social Media
42,2024-04-22,10,157,False,False,US,Social Media
42,2024-05-27,4,32,False,False,US,Social Media
43,2025-05-08,8,216,True,False,US,Google Search
44,2024-10-11,8,70,False,False,US,Google Search
44,2025-01-18,9,268,False,False,US,Google Search
44,2024-10-07,7,837,True,False,US,Google Search
44,2024-03-08,5,138,False,False,US,Google Search
44,2024-10-07,10,932,False,False,US,Google Search
44,2024-07-27,9,182,False,True,US,Google Search
44,2024-03-08,6,415,False,False,US,Google Search
44,2024-09-15,6,144,True,True,US,Google Search
44,2024-10-09,12,104,False,False,US,Google Search
44,2024-03-08,4,107,False,False,US,Google Search
44,2024-06-24,7,204,False,False,US,Google Search
44,2025-01-14,11,388,False,False,US,Google Search
44,2024-07-17,9,448,False,False,US,Google Search
44,2025-01-25,6,26,False,True,US,Google Search
44,2024-10-13,11,11,False,False,US,Google Search
44,2024-06-25,9,250,False,False,US,Google Search
44,2024-07-17,9,183,False,False,US,Google Search
44,2024-10-16,14,143,False,True,US,Google Search
44,2024-10-16,9,530,False,True,US,Google Search
44,2024-06-24,7,139,False,False,US,Google Search
45,2023-12-15,7,137,False,True,UK,Social Media
45,2023-12-15,10,33,False,True,UK,Social Media
45,2023-12-15,5,47,False,True,UK,Social Media
45,2023-12-15,9,10,False,True,UK,Social Media
46,2023-10-15,12,10,False,False,US,Direct
46,2024-01-22,7,44,False,False,US,Direct
46,2024-05-13,19,181,False,True,US,Direct
46,2023-10-16,7,533,True,True,US,Direct
46,2024-07-06,8,26,True,False,US,Direct
47,2023-09-11,6,10,False,False,US,Direct
47,2025-02-04,8,47,False,False,US,Direct
48,2023-08-21,7,129,False,True,US,Email Marketing
48,2023-08-20,8,148,True,False,US,Email Marketing
48,2023-09-17,8,86,False,False,US,Email Marketing
48,2023-08-21,10,10,False,True,US,Email Marketing
49,2025-03-21,10,221,False,False,US,Social Media
49,2025-03-19,15,10,False,False,US,Social Media
49,2025-02-20,13,373,True,False,US,Social Media
49,2025-03-23,6,10,False,False,US,Social Media
49,2025-03-15,10,411,False,False,US,Social Media
49,2025-02-20,9,393,False,False,US,Social Media
50,2025-05-11,6,46,True,False,US,Social Media
50,2025-07-24,16,25,True,False,US,Social Media
50,2024-12-20,10,17,False,False,US,Social Media
51,2023-04-15,11,140,False,False,US,Social Media
51,2023-04-15,9,10,False,False,US,Social Media
51,2023-04-15,4,70,True,False,US,Social Media
51,2023-09-16,9,109,False,False,US,Social Media
51,2024-04-18,9,70,False,False,US,Social Media
51,2023-09-22,8,60,False,False,US,Social Media
52,2023-04-05,11,537,False,False,US,Google Search
52,2023-04-05,4,400,False,False,US,Google Search
52,2023-04-05,5,159,False,False,US,Google Search
53,2025-05-20,5,12,False,False,US,Social Media
53,2025-06-23,10,31,True,False,US,Social Media
53,2024-12-25,6,24,False,False,US,Social Media
54,2023-08-21,11,115,True,False,US,Email Marketing
54,2023-05-08,7,367,False,False,US,Email Marketing
54,2023-12-20,8,123,False,False,US,Email Marketing
54,2023-12-25,11,355,True,True,US,Email Marketing
54,2023-12-16,11,176,False,False,US,Email Marketing
54,2023-09-01,9,90,False,True,US,Email Marketing
54,2023-05-06,6,44,False,False,US,Email Marketing
54,2023-05-10,3,24,False,True,US,Email Marketing
54,2023-12-23,8,62,False,False,US,Email Marketing
54,2023-08-29,17,17,True,False,US,Email Marketing
54,2023-05-07,4,82,True,False,US,Email Marketing
54,2023-09-01,6,199,False,True,US,Email Marketing
55,2024-01-03,7,26,True,False,US,Direct
55,2024-01-06,5,259,False,True,US,Direct
55,2024-01-03,6,328,False,False,US,Direct
56,2025-06-01,13,22,False,True,US,Social Media
56,2025-05-24,11,50,False,False,US,Social Media
56,2025-05-31,4,219,True,False,US,Social Media
57,2023-12-24,5,10,False,True,US,Email Marketing
57,2023-12-19,8,67,False,False,US,Email Marketing
58,2025-02-15,6,40,True,False,US,Social Media
58,2024-10-08,11,21,True,False,US,Social Media
58,2024-09-12,8,118,False,False,US,Social Media
58,2025-02-24,16,434,False,True,US,Social Media
58,2024-09-11,8,136,True,False,US,Social Media
58,2025-02-18,10,10,False,False,US,Social Media
58,2024-09-11,6,318,False,False,US,Social Media
58,2024-11-11,8,143,False,False,US,Social Media
58,2024-11-07,3,94,False,False,US,Social Media
58,2024-10-11,10,505,False,False,US,Social Media
58,2024-10-13,9,17,False,False,US,Social Media
58,2025-02-23,3,51,False,False,US,Social Media
59,2024-08-30,12,27,False,False,US,Email Marketing
59,2023-11-18,8,180,False,True,US,Email Marketing
59,2024-09-05,9,240,False,False,US,Email Marketing
59,2023-11-17,14,756,False,False,US,Email Marketing
59,2023-11-12,13,79,False,False,US,Email Marketing
59,2023-09-28,7,144,False,False,US,Email Marketing
59,2024-09-10,7,176,False,True,US,Email Marketing
59,2023-09-28,5,74,False,False,US,Email Marketing
59,2023-10-01,9,131,False,False,US,Email Marketing
59,2024-09-01,8,82,True,False,US,Email Marketing
59,2024-09-10,3,56,False,True,US,Email Marketing
59,2023-09-28,6,115,False,False,US,Email Marketing
60,2025-04-17,6,444,True,False,US,Social Media
61,2023-03-30,9,334,False,False,US,Email Marketing
61,2023-02-16,6,74,True,True,US,Email Marketing
61,2023-04-01,14,126,False,False,US,Email Marketing
61,2023-04-01,6,261,False,False,US,Email Marketing
62,2025-05-13,10,65,False,False,US,Social Media
62,2025-01-17,5,127,False,True,US,Social Media
62,2025-01-17,3,168,False,True,US,Social Media
62,2025-01-17,5,142,False,True,US,Social Media
62,2025-04-16,12,271,False,False,US,Social Media
62,2025-04-18,13,23,True,True,US,Social Media
62,2025-04-16,7,309,False,False,US,Social Media
62,2025-05-18,8,76,False,True,US,Social Media
62,2025-05-17,9,61,False,False,US,Social Media
62,2025-04-09,7,439,False,False,US,Social Media
62,2025-04-30,9,265,True,False,US,Social Media
62,2025-04-17,7,217,False,False,US,Social Media
62,2025-04-12,13,35,False,False,US,Social Media
62,2025-04-15,8,278,False,False,US,Social Media
62,2025-05-18,9,145,False,True,US,Social Media
62,2025-04-16,11,534,False,False,US,Social Media
62,2025-01-17,7,236,False,True,US,Social Media
62,2025-04-16,8,72,False,False,US,Social Media
63,2024-11-29,6,511,False,False,US,Direct
64,2025-04-28,11,142,False,False,US,Social Media
64,2025-04-27,6,176,False,False,US,Social Media
64,2025-07-30,8,124,False,True,US,Social Media
64,2024-07-16,6,14,False,False,US,Social Media
64,2025-04-24,11,103,True,False,US,Social Media
64,2025-07-25,8,20,True,False,US,Social Media
64,2024-07-17,6,351,False,False,US,Social Media
64,2025-07-30,9,198,False,True,US,Social Media
64,2025-04-28,12,215,True,False,US,Social Media
65,2024-08-30,7,10,False,False,US,Direct
65,2024-06-06,5,283,False,False,US,Direct
65,2023-05-11,9,140,False,False,US,Direct
65,2023-05-11,12,29,False,False,US,Direct
65,2023-05-08,8,29,False,False,US,Direct
65,2024-08-29,4,427,True,False,US,Direct
65,2023-05-08,10,226,True,False,US,Direct
65,2024-06-08,11,10,False,False,US,Direct
65,2024-09-01,2,183,False,False,US,Direct
65,2023-05-09,6,110,False,False,US,Direct
65,2023-08-31,5,122,True,False,US,Direct
65,2023-05-08,11,127,False,False,US,Direct
65,2024-06-02,5,503,False,False,US,Direct
65,2024-06-08,11,84,False,False,US,Direct
65,2024-06-05,7,144,False,False,US,Direct
65,2023-05-12,14,256,False,True,US,Direct
66,2025-08-05,6,223,False,False,US,Google Search
66,2025-08-04,10,154,True,False,US,Google Search
66,2025-08-03,6,274,False,False,US,Google Search
66,2025-08-06,7,266,False,False,US,Google Search
67,2024-01-29,8,48,True,False,US,Google Search
67,2024-06-30,4,30,False,False,US,Google Search
67,2024-10-31,13,10,False,False,US,Google Search
67,2024-01-26,8,190,False,False,US,Google Search
67,2024-05-25,10,93,False,False,US,Google Search
67,2024-11-09,8,88,False,False,US,Google Search
67,2024-05-31,7,234,False,False,US,Google Search
67,2024-11-09,5,203,False,False,US,Google Search
67,2024-09-14,8,50,False,False,US,Google Search
67,2024-11-12,5,53,False,False,US,Google Search
67,2024-05-29,8,280,True,False,US,Google Search
67,2024-05-12,9,10,True,False,US,Google Search
67,2024-06-28,5,94,True,False,US,Google Search
67,2024-06-25,3,41,False,False,US,Google Search
67,2024-04-01,11,110,False,False,US,Google Search
67,2024-09-15,2,84,True,False,US,Google Search
67,2024-05-28,5,149,False,False,US,Google Search
67,2024-09-10,7,60,False,False,US,Google Search
68,2023-06-27,10,32,True,False,France,Google Search
68,2023-04-12,6,164,False,False,France,Google Search
68,2023-04-15,6,10,True,True,France,Google Search
68,2023-05-27,9,460,False,False,France,Google Search
68,2023-06-29,2,10,False,False,France,Google Search
68,2023-05-22,6,164,False,False,France,Google Search
68,2023-04-13,13,47,False,False,France,Google Search
68,2023-06-29,12,114,True,False,France,Google Search
68,2023-06-03,8,467,False,True,France,Google Search
68,2023-04-02,6,18,False,False,France,Google Search
68,2023-06-02,10,32,True,False,France,Google Search
68,2023-06-24,8,34,False,False,France,Google Search
68,2023-06-02,9,253,True,False,France,Google Search
68,2023-06-25,8,130,False,False,France,Google Search
68,2023-06-21,10,59,False,False,France,Google Search
69,2024-11-09,7,38,False,False,US,Direct
69,2025-01-07,7,302,False,False,US,Direct
69,2025-05-30,6,289,False,False,US,Direct
70,2023-11-11,13,23,False,False,US,Google Search
70,2023-11-09,10,153,False,False,US,Google Search
70,2023-11-06,7,77,True,False,US,Google Search
70,2023-11-03,9,588,False,False,US,Google Search
70,2023-11-13,6,380,True,True,US,Google Search
71,2025-05-02,8,35,False,False,US,Direct
71,2025-05-07,7,437,False,True,US,Direct
71,2025-05-06,6,65,False,False,US,Direct
72,2024-10-05,7,240,True,False,US,Influencer
72,2025-01-01,10,73,False,False,US,Influencer
72,2024-12-28,8,25,False,False,US,Influencer
72,2024-10-05,11,112,False,False,US,Influencer
72,2025-01-02,8,175,False,False,US,Influencer
72,2024-10-06,4,418,False,False,US,Influencer
73,2025-01-14,7,95,False,False,US,Google Search
73,2025-07-13,10,10,False,False,US,Google Search
73,2025-03-01,6,91,False,False,US,Google Search
73,2025-04-04,9,10,False,False,US,Google Search
74,2025-06-25,7,10,True,False,Australia,Email Marketing
75,2025-06-01,12,217,False,False,US,Google Search
75,2025-06-06,8,112,False,False,US,Google Search
76,2024-01-07,10,10,False,False,US,Google Search
76,2024-01-06,11,147,False,False,US,Google Search
76,2024-01-06,7,112,False,False,US,Google Search
77,2024-09-18,11,97,False,False,US,Direct
77,2024-08-18,10,29,False,False,US,Direct
77,2024-08-14,12,193,False,False,US,Direct
78,2025-08-03,11,10,False,False,US,Influencer
78,2023-08-07,9,285,False,False,US,Influencer
78,2023-08-17,5,39,False,False,US,Influencer
78,2023-08-15,9,92,False,False,US,Influencer
78,2023-08-18,6,101,False,True,US,Influencer
78,2023-07-16,6,25,True,False,US,Influencer
78,2023-07-16,10,491,False,False,US,Influencer
78,2025-08-14,4,26,False,False,US,Influencer
78,2023-07-19,3,40,False,True,US,Influencer
78,2023-07-17,10,199,False,False,US,Influencer
78,2025-08-10,3,30,False,False,US,Influencer
78,2023-08-16,5,279,True,False,US,Influencer
79,2024-12-22,6,361,True,False,US,Google Search
79,2025-02-17,12,92,False,False,US,Google Search
80,2025-06-03,5,148,True,False,US,Direct
80,2023-03-19,7,44,False,False,US,Direct
80,2025-02-04,7,10,False,False,US,Direct
81,2024-05-28,11,659,False,False,US,Social Media
81,2025-08-01,5,142,False,False,US,Social Media
82,2025-08-13,6,48,False,False,US,Influencer
83,2025-03-23,8,10,False,False,US,Google Search
84,2025-03-08,11,441,True,False,US,Direct
84,2025-04-03,8,78,False,False,US,Direct
84,2025-04-06,11,10,True,False,US,Direct
84,2025-03-07,11,58,False,False,US,Direct
84,2025-03-03,8,365,False,False,US,Direct
84,2025-03-05,8,20,False,False,US,Direct
84,2025-04-06,9,10,False,False,US,Direct
84,2025-03-02,9,127,False,False,US,Direct
84,2025-04-06,4,10,False,False,US,Direct
84,2025-03-05,3,82,True,False,US,Direct
85,2025-01-21,7,62,True,False,US,Social Media
86,2025-06-20,16,27,False,False,US,Social Media
86,2023-09-04,9,68,False,False,US,Social Media
86,2025-04-30,6,331,False,False,US,Social Media
87,2025-05-27,9,284,True,False,US,Google Search
87,2025-05-27,11,55,True,False,US,Google Search
87,2025-05-25,4,26,True,False,US,Google Search
87,2025-05-25,9,25,False,False,US,Google Search
87,2025-06-30,7,233,False,False,US,Google Search
87,2025-06-26,5,10,False,False,US,Google Search
87,2025-06-30,7,732,True,False,US,Google Search
87,2025-05-28,16,549,False,True,US,Google Search
88,2024-03-30,4,133,False,False,US,Social Media
89,2025-06-06,10,10,False,False,US,Google Search
89,2025-06-07,10,473,False,False,US,Google Search
89,2025-06-06,9,127,False,False,US,Google Search
89,2025-06-06,12,39,False,False,US,Google Search
90,2023-04-22,6,237,True,False,US,Social Media
90,2023-04-26,11,59,False,True,US,Social Media
90,2023-04-14,16,211,False,False,US,Social Media
90,2023-04-21,9,248,False,False,US,Social Media
90,2023-04-25,12,88,False,False,US,Social Media
90,2023-04-22,8,302,True,False,US,Social Media
90,2023-04-25,8,439,False,False,US,Social Media
91,2024-01-27,10,12,False,False,US,Social Media
91,2024-01-27,5,77,False,False,US,Social Media
91,2024-01-25,3,124,False,False,US,Social Media
91,2024-01-25,5,293,False,False,US,Social Media
92,2025-08-15,3,491,True,False,US,Direct
93,2024-12-28,6,410,True,False,US,Influencer
93,2025-04-13,12,14,False,False,US,Influencer
93,2024-07-01,6,463,True,False,US,Influencer
94,2025-01-10,16,183,False,False,US,Social Media
95,2025-07-21,9,34,False,False,US,Social Media
96,2024-01-09,13,45,False,False,US,Social Media
97,2023-06-30,9,399,True,False,US,Social Media
98,2024-03-07,5,222,True,True,US,Social Media
98,2024-01-19,6,13,False,True,US,Social Media
98,2024-10-28,8,17,False,False,US,Social Media
98,2024-03-06,3,43,False,False,US,Social Media
98,2024-01-15,10,152,True,False,US,Social Media
98,2024-09-27,9,318,False,False,US,Social Media
98,2024-02-27,6,505,False,False,US,Social Media
98,2024-02-22,11,236,False,False,US,Social Media
99,2024-08-19,7,85,True,False,Australia,Direct
99,2023-12-30,10,299,False,False,Australia,Direct
99,2023-12-30,6,675,False,False,Australia,Direct
99,2024-08-12,14,106,False,False,Australia,Direct
99,2023-12-30,8,214,False,False,Australia,Direct
99,2023-12-31,10,18,False,False,Australia,Direct
